L,N,perm_kind,perm_idx,baseline,n_ancillas,total_qubits,cnot_depth,total_2q_gates,total_cnots,total_idle_slots,spacetime_volume,p_2q,p_idle,mult_fidelity,stim_fidelity,stim_shots
6,36,random,17,1d,0,36,362,362,362,12308,13032,0.001,0.0001,0.2033060774368986,0.327,1000
6,36,random,17,1d,0,36,362,362,362,12308,13032,0.0001,1e-05,0.8527554850413706,0.907,1000
6,36,random,17,1d,0,36,362,362,362,12308,13032,1e-05,1.0000000000000002e-06,0.984198155902051,0.99,1000
6,36,random,17,ancilla,6,42,508,508,508,20320,21336,0.001,0.0001,0.07883834599069765,0.205,1000
6,36,random,17,ancilla,6,42,508,508,508,20320,21336,0.0001,1e-05,0.7756890435554401,0.842,1000
6,36,random,17,ancilla,6,42,508,508,508,20320,21336,1e-05,1.0000000000000002e-06,0.9749198314090434,0.981,1000
6,36,random,17,primitive,0,36,748,748,748,25432,26928,0.001,0.0001,0.037190518917437625,0.105,1000
6,36,random,17,primitive,0,36,748,748,748,25432,26928,0.0001,1e-05,0.71955305846046,0.8,1000
6,36,random,17,primitive,0,36,748,748,748,25432,26928,1e-05,1.0000000000000002e-06,0.9676236582343424,0.981,1000
6,36,random,17,pipelined,0,36,668,668,668,22712,24048,0.001,0.0001,0.05288435183469412,0.132,1000
6,36,random,17,pipelined,0,36,668,668,668,22712,24048,0.0001,1e-05,0.7453327799578567,0.811,1000
6,36,random,17,pipelined,0,36,668,668,668,22712,24048,1e-05,1.0000000000000002e-06,0.9710357003781492,0.978,1000
6,36,random,18,1d,0,36,320,320,320,10880,11520,0.001,0.0001,0.2445795878457154,0.377,1000
6,36,random,18,1d,0,36,320,320,320,10880,11520,0.0001,1e-05,0.8686611644240371,0.909,1000
6,36,random,18,1d,0,36,320,320,320,10880,11520,1e-05,1.0000000000000002e-06,0.9860186384741061,0.985,1000
6,36,random,18,ancilla,6,42,512,512,512,20480,21504,0.001,0.0001,0.07727702566257075,0.164,1000
6,36,random,18,ancilla,6,42,512,512,512,20480,21504,0.0001,1e-05,0.7741391941357155,0.845,1000
6,36,random,18,ancilla,6,42,512,512,512,20480,21504,1e-05,1.0000000000000002e-06,0.9747248666669297,0.984,1000
6,36,random,18,primitive,0,36,752,752,752,25568,27072,0.001,0.0001,0.036541594225809736,0.104,1000
6,36,random,18,primitive,0,36,752,752,752,25568,27072,0.0001,1e-05,0.7182877396167296,0.802,1000
6,36,random,18,primitive,0,36,752,752,752,25568,27072,1e-05,1.0000000000000002e-06,0.9674533711968867,0.974,1000
6,36,random,18,pipelined,0,36,672,672,672,22848,24192,0.001,0.0001,0.05196159080029031,0.131,1000
6,36,random,18,pipelined,0,36,672,672,672,22848,24192,0.0001,1e-05,0.7440221280187927,0.815,1000
6,36,random,18,pipelined,0,36,672,672,672,22848,24192,1e-05,1.0000000000000002e-06,0.9708648128732046,0.979,1000
6,36,random,19,1d,0,36,299,299,299,10166,10764,0.001,0.0001,0.26825951347817856,0.384,1000
6,36,random,19,1d,0,36,299,299,299,10166,10764,0.0001,1e-05,0.8767249135247317,0.911,1000
6,36,random,19,1d,0,36,299,299,299,10166,10764,1e-05,1.0000000000000002e-06,0.9869301421338911,0.991,1000
6,36,random,19,ancilla,6,42,505,505,505,20200,21210,0.001,0.0001,0.08003000315397289,0.183,1000
6,36,random,19,ancilla,6,42,505,505,505,20200,21210,0.0001,1e-05,0.7768534665221624,0.836,1000
6,36,random,19,ancilla,6,42,505,505,505,20200,21210,1e-05,1.0000000000000002e-06,0.9750660805569193,0.98,1000
6,36,random,19,primitive,0,36,745,745,745,25330,26820,0.001,0.0001,0.03768476389378656,0.114,1000
6,36,random,19,primitive,0,36,745,745,745,25330,26820,0.0001,1e-05,0.7205035101310303,0.808,1000
6,36,random,19,primitive,0,36,745,745,745,25330,26820,1e-05,1.0000000000000002e-06,0.9677513931820594,0.972,1000
6,36,random,19,pipelined,0,36,665,665,665,22610,23940,0.001,0.0001,0.053587160668305524,0.139,1000
6,36,random,19,pipelined,0,36,665,665,665,22610,23940,0.0001,1e-05,0.7463172838488658,0.803,1000
6,36,random,19,pipelined,0,36,665,665,665,22610,23940,1e-05,1.0000000000000002e-06,0.9711638857458421,0.982,1000
8,64,reverse,0,1d,0,64,1792,1792,1792,111104,114688,0.001,0.0001,2.48844595989745e-06,0.0,1000
8,64,reverse,0,1d,0,64,1792,1792,1792,111104,114688,0.0001,1e-05,0.2752007312331334,0.414,1000
8,64,reverse,0,1d,0,64,1792,1792,1792,111104,114688,1e-05,1.0000000000000002e-06,0.8789527428385007,0.915,1000
8,64,reverse,0,ancilla,8,72,1166,1166,1166,81620,83952,0.001,0.0001,8.881175717009399e-05,0.001,1000
8,64,reverse,0,ancilla,8,72,1166,1166,1166,81620,83952,0.0001,1e-05,0.3934466055597727,0.538,1000
8,64,reverse,0,ancilla,8,72,1166,1166,1166,81620,83952,1e-05,1.0000000000000002e-06,0.9109383115459403,0.926,1000
8,64,reverse,0,primitive,0,64,1674,1674,1674,103788,107136,0.001,0.0001,5.8203129102624545e-06,0.0,1000
8,64,reverse,0,primitive,0,64,1674,1674,1674,103788,107136,0.0001,1e-05,0.29960403484558173,0.437,1000
8,64,reverse,0,primitive,0,64,1674,1674,1674,103788,107136,1e-05,1.0000000000000002e-06,0.8864521461337247,0.923,1000
8,64,reverse,0,pipelined,0,64,1506,1506,1506,93372,96384,0.001,0.0001,1.9513180580953542e-05,0.001,1000
8,64,reverse,0,pipelined,0,64,1506,1506,1506,93372,96384,0.0001,1e-05,0.33812751236345867,0.442,1000
8,64,reverse,0,pipelined,0,64,1506,1506,1506,93372,96384,1e-05,1.0000000000000002e-06,0.8972397956026168,0.924,1000
8,64,transpose,0,1d,0,64,1008,1008,1008,62496,64512,0.001,0.0001,0.0007042220517755009,0.008,1000
8,64,transpose,0,1d,0,64,1008,1008,1008,62496,64512,0.0001,1e-05,0.4839526705562469,0.62,1000
8,64,transpose,0,1d,0,64,1008,1008,1008,62496,64512,1e-05,1.0000000000000002e-06,0.9299949884152997,0.95,1000
8,64,transpose,0,ancilla,8,72,1054,1054,1054,73780,75888,0.001,0.0001,0.00021759037506661054,0.005,1000
8,64,transpose,0,ancilla,8,72,1054,1054,1054,73780,75888,0.0001,1e-05,0.43032740227535515,0.591,1000
8,64,transpose,0,ancilla,8,72,1054,1054,1054,73780,75888,1e-05,1.0000000000000002e-06,0.9191370028152944,0.946,1000
8,64,transpose,0,primitive,0,64,1562,1562,1562,96844,99968,0.001,0.0001,1.3037695098484689e-05,0.003,1000
8,64,transpose,0,primitive,0,64,1562,1562,1562,96844,99968,0.0001,1e-05,0.32476525408750523,0.455,1000
8,64,transpose,0,primitive,0,64,1562,1562,1562,96844,99968,1e-05,1.0000000000000002e-06,0.8936294041253637,0.918,1000
8,64,transpose,0,pipelined,0,64,1394,1394,1394,86428,89216,0.001,0.0001,4.3710175507500785e-05,0.0,1000
8,64,transpose,0,pipelined,0,64,1394,1394,1394,86428,89216,0.0001,1e-05,0.3665239939885747,0.493,1000
8,64,transpose,0,pipelined,0,64,1394,1394,1394,86428,89216,1e-05,1.0000000000000002e-06,0.9045043969931065,0.932,1000
8,64,random,0,1d,0,64,905,905,905,56110,57920,0.001,0.0001,0.0014784909044061635,0.015,1000
8,64,random,0,1d,0,64,905,905,905,56110,57920,0.0001,1e-05,0.5212073504904091,0.623,1000
8,64,random,0,1d,0,64,905,905,905,56110,57920,1e-05,1.0000000000000002e-06,0.9369174758945756,0.954,1000
8,64,random,0,ancilla,8,72,1007,1007,1007,70490,72504,0.001,0.0001,0.0003169215441809206,0.004,1000
8,64,random,0,ancilla,8,72,1007,1007,1007,70490,72504,0.0001,1e-05,0.44681592956678345,0.563,1000
8,64,random,0,ancilla,8,72,1007,1007,1007,70490,72504,1e-05,1.0000000000000002e-06,0.9225994669782233,0.952,1000
8,64,random,0,primitive,0,64,1515,1515,1515,93930,96960,0.001,0.0001,1.828869064512265e-05,0.0,1000
8,64,random,0,primitive,0,64,1515,1515,1515,93930,96960,0.0001,1e-05,0.33594350533759737,0.484,1000
8,64,random,0,primitive,0,64,1515,1515,1515,93930,96960,1e-05,1.0000000000000002e-06,0.896658571897992,0.928,1000
8,64,random,0,pipelined,0,64,1347,1347,1347,83514,86208,0.001,0.0001,6.131466274231321e-05,0.0,1000
8,64,random,0,pipelined,0,64,1347,1347,1347,83514,86208,0.0001,1e-05,0.3791395593621033,0.536,1000
8,64,random,0,pipelined,0,64,1347,1347,1347,83514,86208,1e-05,1.0000000000000002e-06,0.9075704281206899,0.94,1000
8,64,random,1,1d,0,64,957,957,957,59334,61248,0.001,0.0001,0.0010167179771076221,0.007,1000
8,64,random,1,1d,0,64,957,957,957,59334,61248,0.0001,1e-05,0.5020539213373866,0.625,1000
8,64,random,1,1d,0,64,957,957,957,59334,61248,1e-05,1.0000000000000002e-06,0.933416211382901,0.951,1000
8,64,random,1,ancilla,8,72,987,987,987,69090,71064,0.001,0.0001,0.0003719172025413556,0.002,1000
8,64,random,1,ancilla,8,72,987,987,987,69090,71064,0.0001,1e-05,0.45402256031623656,0.578,1000
8,64,random,1,ancilla,8,72,987,987,987,69090,71064,1e-05,1.0000000000000002e-06,0.9240768092537596,0.948,1000
8,64,random,1,primitive,0,64,1495,1495,1495,92690,95680,0.001,0.0001,2.112166050955407e-05,0.0,1000
8,64,random,1,primitive,0,64,1495,1495,1495,92690,95680,0.0001,1e-05,0.3408161454422965,0.483,1000
8,64,random,1,primitive,0,64,1495,1495,1495,92690,95680,1e-05,1.0000000000000002e-06,0.8979506917982456,0.943,1000
8,64,random,1,pipelined,0,64,1327,1327,1327,82274,84928,0.001,0.0001,7.081247727520181e-05,0.001,1000
8,64,random,1,pipelined,0,64,1327,1327,1327,82274,84928,0.0001,1e-05,0.38463872988593656,0.498,1000
8,64,random,1,pipelined,0,64,1327,1327,1327,82274,84928,1e-05,1.0000000000000002e-06,0.908878272430452,0.928,1000
8,64,random,2,1d,0,64,1086,1086,1086,67332,69504,0.001,0.0001,0.0004015895363961458,0.007,1000
8,64,random,2,1d,0,64,1086,1086,1086,67332,69504,0.0001,1e-05,0.45752269132067275,0.588,1000
8,64,random,2,1d,0,64,1086,1086,1086,67332,69504,1e-05,1.0000000000000002e-06,0.9247867690695992,0.954,1000
8,64,random,2,ancilla,8,72,1026,1026,1026,71820,73872,0.001,0.0001,0.000272227494010137,0.002,1000
8,64,random,2,ancilla,8,72,1026,1026,1026,71820,73872,0.0001,1e-05,0.44007561200718975,0.602,1000
8,64,random,2,ancilla,8,72,1026,1026,1026,71820,73872,1e-05,1.0000000000000002e-06,0.9211981795477513,0.957,1000
8,64,random,2,primitive,0,64,1534,1534,1534,95108,98176,0.001,0.0001,1.595013789332696e-05,0.001,1000
8,64,random,2,primitive,0,64,1534,1534,1534,95108,98176,0.0001,1e-05,0.3313790389670033,0.468,1000
8,64,random,2,primitive,0,64,1534,1534,1534,95108,98176,1e-05,1.0000000000000002e-06,0.895432780225255,0.934,1000
8,64,random,2,pipelined,0,64,1366,1366,1366,84692,87424,0.001,0.0001,5.3474430980303464e-05,0.0,1000
8,64,random,2,pipelined,0,64,1366,1366,1366,84692,87424,0.0001,1e-05,0.3739881879529997,0.524,1000
8,64,random,2,pipelined,0,64,1366,1366,1366,84692,87424,1e-05,1.0000000000000002e-06,0.9063297192175697,0.918,1000
8,64,random,3,1d,0,64,992,992,992,61504,63488,0.001,0.0001,0.0007902162850597594,0.012,1000
8,64,random,3,1d,0,64,992,992,992,61504,63488,0.0001,1e-05,0.48956010521605875,0.615,1000
8,64,random,3,1d,0,64,992,992,992,61504,63488,1e-05,1.0000000000000002e-06,0.9310669611857173,0.945,1000
8,64,random,3,ancilla,8,72,1002,1002,1002,70140,72144,0.001,0.0001,0.0003298567602340994,0.008,1000
8,64,random,3,ancilla,8,72,1002,1002,1002,70140,72144,0.0001,1e-05,0.4486067916498747,0.562,1000
8,64,random,3,ancilla,8,72,1002,1002,1002,70140,72144,1e-05,1.0000000000000002e-06,0.9229685809750864,0.947,1000
8,64,random,3,primitive,0,64,1510,1510,1510,93620,96640,0.001,0.0001,1.8959154899933482e-05,0.003,1000
8,64,random,3,primitive,0,64,1510,1510,1510,93620,96640,0.0001,1e-05,0.3371550951407499,0.459,1000
8,64,random,3,primitive,0,64,1510,1510,1510,93620,96640,1e-05,1.0000000000000002e-06,0.8969814274576106,0.91,1000
8,64,random,3,pipelined,0,64,1342,1342,1342,83204,85888,0.001,0.0001,6.356246114746945e-05,0.002,1000
8,64,random,3,pipelined,0,64,1342,1342,1342,83204,85888,0.0001,1e-05,0.38050693696219484,0.509,1000
8,64,random,3,pipelined,0,64,1342,1342,1342,83204,85888,1e-05,1.0000000000000002e-06,0.9078972126601428,0.936,1000
8,64,random,4,1d,0,64,1152,1152,1152,71424,73728,0.001,0.0001,0.0002496792339590956,0.004,1000
8,64,random,4,1d,0,64,1152,1152,1152,71424,73728,0.0001,1e-05,0.43628947100734944,0.543,1000
8,64,random,4,1d,0,64,1152,1152,1152,71424,73728,1e-05,1.0000000000000002e-06,0.9204026024406775,0.946,1000
8,64,random,4,ancilla,8,72,1014,1014,1014,70980,73008,0.001,0.0001,0.0002996599392992522,0.005,1000
8,64,random,4,ancilla,8,72,1014,1014,1014,70980,73008,0.0001,1e-05,0.44432072693708596,0.564,1000
8,64,random,4,ancilla,8,72,1014,1014,1014,70980,73008,1e-05,1.0000000000000002e-06,0.9220829553646573,0.95,1000
8,64,random,4,primitive,0,64,1522,1522,1522,94364,97408,0.001,0.0001,1.738968472960003e-05,0.0,1000
8,64,random,4,primitive,0,64,1522,1522,1522,94364,97408,0.0001,1e-05,0.3342545907097915,0.486,1000
8,64,random,4,primitive,0,64,1522,1522,1522,94364,97408,1e-05,1.0000000000000002e-06,0.896206769333275,0.92,1000
8,64,random,4,pipelined,0,64,1354,1354,1354,83948,86656,0.001,0.0001,5.830065558438067e-05,0.001,1000
8,64,random,4,pipelined,0,64,1354,1354,1354,83948,86656,0.0001,1e-05,0.3772334818889192,0.512,1000
8,64,random,4,pipelined,0,64,1354,1354,1354,83948,86656,1e-05,1.0000000000000002e-06,0.9071131273599128,0.943,1000
8,64,random,5,1d,0,64,1029,1029,1029,63798,65856,0.001,0.0001,0.0006053923156171561,0.005,1000
8,64,random,5,1d,0,64,1029,1029,1029,63798,65856,0.0001,1e-05,0.47669026660517844,0.621,1000
8,64,random,5,1d,0,64,1029,1029,1029,63798,65856,1e-05,1.0000000000000002e-06,0.9285898969288996,0.951,1000
8,64,random,5,ancilla,8,72,1011,1011,1011,70770,72792,0.001,0.0001,0.00030693955750744483,0.002,1000
8,64,random,5,ancilla,8,72,1011,1011,1011,70770,72792,0.0001,1e-05,0.4453883887076341,0.584,1000
8,64,random,5,ancilla,8,72,1011,1011,1011,70770,72792,1e-05,1.0000000000000002e-06,0.9223042820672527,0.946,1000
8,64,random,5,primitive,0,64,1519,1519,1519,94178,97216,0.001,0.0001,1.776943115036251e-05,0.0,1000
8,64,random,5,primitive,0,64,1519,1519,1519,94178,97216,0.0001,1e-05,0.3349773690768595,0.47,1000
8,64,random,5,primitive,0,64,1519,1519,1519,94178,97216,1e-05,1.0000000000000002e-06,0.896400371121499,0.936,1000
8,64,random,5,pipelined,0,64,1351,1351,1351,83762,86464,0.001,0.0001,5.957379340318135e-05,0.0,1000
8,64,random,5,pipelined,0,64,1351,1351,1351,83762,86464,0.0001,1e-05,0.3780491960410091,0.539,1000
8,64,random,5,pipelined,0,64,1351,1351,1351,83762,86464,1e-05,1.0000000000000002e-06,0.907309085178563,0.922,1000
8,64,random,6,1d,0,64,997,997,997,61814,63808,0.001,0.0001,0.0007622713805796637,0.012,1000
8,64,random,6,1d,0,64,997,997,997,61814,63808,0.0001,1e-05,0.4878008376265761,0.615,1000
8,64,random,6,1d,0,64,997,997,997,61814,63808,1e-05,1.0000000000000002e-06,0.930731837028634,0.954,1000
8,64,random,6,ancilla,8,72,1001,1001,1001,70070,72072,0.001,0.0001,0.0003325064806855282,0.005,1000
8,64,random,6,ancilla,8,72,1001,1001,1001,70070,72072,0.0001,1e-05,0.4489658244920249,0.555,1000
8,64,random,6,ancilla,8,72,1001,1001,1001,70070,72072,1e-05,1.0000000000000002e-06,0.9230424214936033,0.945,1000
8,64,random,6,primitive,0,64,1509,1509,1509,93558,96576,0.001,0.0001,1.9096168892700486e-05,0.001,1000
8,64,random,6,primitive,0,64,1509,1509,1509,93558,96576,0.0001,1e-05,0.3373979369538712,0.482,1000
8,64,random,6,primitive,0,64,1509,1509,1509,93558,96576,1e-05,1.0000000000000002e-06,0.8970460125180819,0.943,1000
8,64,random,6,pipelined,0,64,1341,1341,1341,83142,85824,0.001,0.0001,6.402181424827371e-05,0.0,1000
8,64,random,6,pipelined,0,64,1341,1341,1341,83142,85824,0.0001,1e-05,0.3807810036923403,0.501,1000
8,64,random,6,pipelined,0,64,1341,1341,1341,83142,85824,1e-05,1.0000000000000002e-06,0.9079625836863272,0.938,1000
8,64,random,7,1d,0,64,1002,1002,1002,62124,64128,0.001,0.0001,0.0007353147089431152,0.006,1000
8,64,random,7,1d,0,64,1002,1002,1002,62124,64128,0.0001,1e-05,0.4860478920850268,0.595,1000
8,64,random,7,1d,0,64,1002,1002,1002,62124,64128,1e-05,1.0000000000000002e-06,0.9303968334946697,0.95,1000
8,64,random,7,ancilla,8,72,992,992,992,69440,71424,0.001,0.0001,0.0003573326011363335,0.006,1000
8,64,random,7,ancilla,8,72,992,992,992,69440,71424,0.0001,1e-05,0.4522100781976578,0.613,1000
8,64,random,7,ancilla,8,72,992,992,992,69440,71424,1e-05,1.0000000000000002e-06,0.9237072520537607,0.952,1000
8,64,random,7,primitive,0,64,1500,1500,1500,93000,96000,0.001,0.0001,2.0374722238905985e-05,0.001,1000
8,64,random,7,primitive,0,64,1500,1500,1500,93000,96000,0.0001,1e-05,0.3395913994054755,0.464,1000
8,64,random,7,primitive,0,64,1500,1500,1500,93000,96000,1e-05,1.0000000000000002e-06,0.8976274873658727,0.948,1000
8,64,random,7,pipelined,0,64,1332,1332,1332,82584,85248,0.001,0.0001,6.830829209088255e-05,0.004,1000
8,64,random,7,pipelined,0,64,1332,1332,1332,82584,85248,0.0001,1e-05,0.3832565044064943,0.541,1000
8,64,random,7,pipelined,0,64,1332,1332,1332,82584,85248,1e-05,1.0000000000000002e-06,0.9085511347726496,0.94,1000
8,64,random,8,1d,0,64,908,908,908,56296,58112,0.001,0.0001,0.001446894415788875,0.012,1000
8,64,random,8,1d,0,64,908,908,908,56296,58112,0.0001,1e-05,0.5200827449723426,0.643,1000
8,64,random,8,1d,0,64,908,908,908,56296,58112,1e-05,1.0000000000000002e-06,0.9367151233469919,0.957,1000
8,64,random,8,ancilla,8,72,988,988,988,69160,71136,0.001,0.0001,0.0003689534208557168,0.003,1000
8,64,random,8,ancilla,8,72,988,988,988,69160,71136,0.0001,1e-05,0.4536594836602014,0.586,1000
8,64,random,8,ancilla,8,72,988,988,988,69160,71136,1e-05,1.0000000000000002e-06,0.9240028859874438,0.953,1000
8,64,random,8,primitive,0,64,1496,1496,1496,92752,95744,0.001,0.0001,2.097011372252343e-05,0.002,1000
8,64,random,8,primitive,0,64,1496,1496,1496,92752,95744,0.0001,1e-05,0.3405708433771818,0.507,1000
8,64,random,8,primitive,0,64,1496,1496,1496,92752,95744,1e-05,1.0000000000000002e-06,0.8978860416031377,0.938,1000
8,64,random,8,pipelined,0,64,1328,1328,1328,82336,84992,0.001,0.0001,7.03044015295528e-05,0.001,1000
8,64,random,8,pipelined,0,64,1328,1328,1328,82336,84992,0.0001,1e-05,0.38436188656138787,0.515,1000
8,64,random,8,pipelined,0,64,1328,1328,1328,82336,84992,1e-05,1.0000000000000002e-06,0.9088128354769772,0.942,1000
8,64,random,9,1d,0,64,1206,1206,1206,74772,77184,0.001,0.0001,0.0001692426139126279,0.003,1000
8,64,random,9,1d,0,64,1206,1206,1206,74772,77184,0.0001,1e-05,0.41965187979691,0.549,1000
8,64,random,9,1d,0,64,1206,1206,1206,74772,77184,1e-05,1.0000000000000002e-06,0.9168310207582184,0.939,1000
8,64,random,9,ancilla,8,72,1028,1028,1028,71960,74016,0.001,0.0001,0.0002679060584936345,0.007,1000
8,64,random,9,ancilla,8,72,1028,1028,1028,71960,74016,0.0001,1e-05,0.4393720465548213,0.542,1000
8,64,random,9,ancilla,8,72,1028,1028,1028,71960,74016,1e-05,1.0000000000000002e-06,0.9210507994731486,0.95,1000
8,64,random,9,primitive,0,64,1536,1536,1536,95232,98304,0.001,0.0001,1.5722076227721153e-05,0.001,1000
8,64,random,9,primitive,0,64,1536,1536,1536,95232,98304,0.0001,1e-05,0.3309021911989744,0.485,1000
8,64,random,9,primitive,0,64,1536,1536,1536,95232,98304,1e-05,1.0000000000000002e-06,0.8953038470432609,0.927,1000
8,64,random,9,pipelined,0,64,1368,1368,1368,84816,87552,0.001,0.0001,5.270983145907972e-05,0.003,1000
8,64,random,9,pipelined,0,64,1368,1368,1368,84816,87552,0.0001,1e-05,0.37345002647709435,0.502,1000
8,64,random,9,pipelined,0,64,1368,1368,1368,84816,87552,1e-05,1.0000000000000002e-06,0.9061992169875698,0.927,1000
8,64,random,10,1d,0,64,1038,1038,1038,64356,66432,0.001,0.0001,0.0005674027733881392,0.005,1000
8,64,random,10,1d,0,64,1038,1038,1038,64356,66432,0.0001,1e-05,0.47361126577455,0.58,1000
8,64,random,10,1d,0,64,1038,1038,1038,64356,66432,1e-05,1.0000000000000002e-06,0.9279883649163703,0.948,1000
8,64,random,10,ancilla,8,72,990,990,990,69300,71280,0.001,0.0001,0.0003630965237681595,0.006,1000
8,64,random,10,ancilla,8,72,990,990,990,69300,71280,0.0001,1e-05,0.45293420116070804,0.569,1000
8,64,random,10,ancilla,8,72,990,990,990,69300,71280,1e-05,1.0000000000000002e-06,0.9238550571952323,0.955,1000
8,64,random,10,primitive,0,64,1498,1498,1498,92876,95872,0.001,0.0001,2.0670274367184527e-05,0.0,1000
8,64,random,10,primitive,0,64,1498,1498,1498,92876,95872,0.0001,1e-05,0.34008076878759286,0.472,1000
8,64,random,10,primitive,0,64,1498,1498,1498,92876,95872,1e-05,1.0000000000000002e-06,0.8977567551765422,0.934,1000
8,64,random,10,pipelined,0,64,1330,1330,1330,82460,85120,0.001,0.0001,6.929916013167391e-05,0.0,1000
8,64,random,10,pipelined,0,64,1330,1330,1330,82460,85120,0.0001,1e-05,0.38380879754195707,0.55,1000
8,64,random,10,pipelined,0,64,1330,1330,1330,82460,85120,1e-05,1.0000000000000002e-06,0.9086819757035776,0.94,1000
8,64,random,11,1d,0,64,1048,1048,1048,64976,67072,0.001,0.0001,0.0005279815324684988,0.004,1000
8,64,random,11,1d,0,64,1048,1048,1048,64976,67072,0.0001,1e-05,0.47021347316658435,0.57,1000
8,64,random,11,1d,0,64,1048,1048,1048,64976,67072,1e-05,1.0000000000000002e-06,0.927320453019348,0.952,1000
8,64,random,11,ancilla,8,72,1006,1006,1006,70420,72432,0.001,0.0001,0.0003194673567830895,0.002,1000
8,64,random,11,ancilla,8,72,1006,1006,1006,70420,72432,0.0001,1e-05,0.4471735291308033,0.583,1000
8,64,random,11,ancilla,8,72,1006,1006,1006,70420,72432,1e-05,1.0000000000000002e-06,0.9226732779664079,0.942,1000
8,64,random,11,primitive,0,64,1514,1514,1514,93868,96896,0.001,0.0001,1.8420859327798355e-05,0.0,1000
8,64,random,11,primitive,0,64,1514,1514,1514,93868,96896,0.0001,1e-05,0.33618547448211955,0.489,1000
8,64,random,11,primitive,0,64,1514,1514,1514,93868,96896,1e-05,1.0000000000000002e-06,0.896723133712,0.922,1000
8,64,random,11,pipelined,0,64,1346,1346,1346,83452,86144,0.001,0.0001,6.175777145690661e-05,0.001,1000
8,64,random,11,pipelined,0,64,1346,1346,1346,83452,86144,0.0001,1e-05,0.37941264121478313,0.529,1000
8,64,random,11,pipelined,0,64,1346,1346,1346,83452,86144,1e-05,1.0000000000000002e-06,0.907635775617514,0.933,1000
8,64,random,12,1d,0,64,964,964,964,59768,61696,0.001,0.0001,0.0009667397969538832,0.01,1000
8,64,random,12,1d,0,64,964,964,964,59768,61696,0.0001,1e-05,0.49952990703670264,0.648,1000
8,64,random,12,1d,0,64,964,964,964,59768,61696,1e-05,1.0000000000000002e-06,0.9329458876147821,0.939,1000
8,64,random,12,ancilla,8,72,1000,1000,1000,70000,72000,0.001,0.0001,0.0003351774861894923,0.005,1000
8,64,random,12,ancilla,8,72,1000,1000,1000,70000,72000,0.0001,1e-05,0.4493251446784244,0.575,1000
8,64,random,12,ancilla,8,72,1000,1000,1000,70000,72000,1e-05,1.0000000000000002e-06,0.9231162679196043,0.946,1000
8,64,random,12,primitive,0,64,1508,1508,1508,93496,96512,0.001,0.0001,1.9234173057989057e-05,0.002,1000
8,64,random,12,primitive,0,64,1508,1508,1508,93496,96512,0.0001,1e-05,0.3376409536780261,0.463,1000
8,64,random,12,primitive,0,64,1508,1508,1508,93496,96512,1e-05,1.0000000000000002e-06,0.8971106022288501,0.914,1000
8,64,random,12,pipelined,0,64,1340,1340,1340,83080,85760,0.001,0.0001,6.448448700139176e-05,0.001,1000
8,64,random,12,pipelined,0,64,1340,1340,1340,83080,85760,0.0001,1e-05,0.38105526782380833,0.529,1000
8,64,random,12,pipelined,0,64,1340,1340,1340,83080,85760,1e-05,1.0000000000000002e-06,0.9080279594194003,0.937,1000
8,64,random,13,1d,0,64,908,908,908,56296,58112,0.001,0.0001,0.001446894415788875,0.013,1000
8,64,random,13,1d,0,64,908,908,908,56296,58112,0.0001,1e-05,0.5200827449723426,0.63,1000
8,64,random,13,1d,0,64,908,908,908,56296,58112,1e-05,1.0000000000000002e-06,0.9367151233469919,0.962,1000
8,64,random,13,ancilla,8,72,1002,1002,1002,70140,72144,0.001,0.0001,0.0003298567602340994,0.005,1000
8,64,random,13,ancilla,8,72,1002,1002,1002,70140,72144,0.0001,1e-05,0.4486067916498747,0.583,1000
8,64,random,13,ancilla,8,72,1002,1002,1002,70140,72144,1e-05,1.0000000000000002e-06,0.9229685809750864,0.958,1000
8,64,random,13,primitive,0,64,1510,1510,1510,93620,96640,0.001,0.0001,1.8959154899933482e-05,0.001,1000
8,64,random,13,primitive,0,64,1510,1510,1510,93620,96640,0.0001,1e-05,0.3371550951407499,0.53,1000
8,64,random,13,primitive,0,64,1510,1510,1510,93620,96640,1e-05,1.0000000000000002e-06,0.8969814274576106,0.931,1000
8,64,random,13,pipelined,0,64,1342,1342,1342,83204,85888,0.001,0.0001,6.356246114746945e-05,0.003,1000
8,64,random,13,pipelined,0,64,1342,1342,1342,83204,85888,0.0001,1e-05,0.38050693696219484,0.52,1000
8,64,random,13,pipelined,0,64,1342,1342,1342,83204,85888,1e-05,1.0000000000000002e-06,0.9078972126601428,0.951,1000
8,64,random,14,1d,0,64,1025,1025,1025,63550,65600,0.001,0.0001,0.0006230831299870139,0.008,1000
8,64,random,14,1d,0,64,1025,1025,1025,63550,65600,0.0001,1e-05,0.47806512889207636,0.581,1000
8,64,random,14,1d,0,64,1025,1025,1025,63550,65600,1e-05,1.0000000000000002e-06,0.9288573696343502,0.95,1000
8,64,random,14,ancilla,8,72,983,983,983,68810,70776,0.001,0.0001,0.00038401232833599726,0.001,1000
8,64,random,14,ancilla,8,72,983,983,983,68810,70776,0.0001,1e-05,0.45547777507319887,0.584,1000
8,64,random,14,ancilla,8,72,983,983,983,68810,70776,1e-05,1.0000000000000002e-06,0.9243725614647957,0.948,1000
8,64,random,14,primitive,0,64,1491,1491,1491,92442,95424,0.001,0.0001,2.1738879072820373e-05,0.0,1000
